ind,constrains,structura_decoding,neurological_decoding,fairseq,target,sd_nd_cosine,sd_re_cosine,sd_nd_diff
137,"[[""musician"", ""nsubj""], [""concerto"", ""obl""], [""commitment"", ""obl""], [""to"", ""obl""], [""to"", ""root""], [""recruit"", ""root""], [""sb"", ""root""], [""for"", ""root""], [""sth"", ""root""]]
","Musicians like Janet Jackson, John Legend, Shawn Mendes and Cardi B have promoted more commitment to fighting poverty and disease at a joint concert at Central Park in New York City.
","Musicians like Janet Jackson, John Legend, Shawn Mendes and Cardi B have promoted more engagement in the fight against poverty and disease at a joint concert in New York Central Park.
","Musicians including Janet Jackson, John Legend, Shawn Mendes and Cardi B have joined forces at a concert in New York's Central Park to call for greater engagement in the fight against poverty and disease.
","Musicians such as Janet Jackson, John Legend, Shawn Mendes and Cardi B campaigned for more engagement in the fight against poverty and illness at a collective concert in New York’s Central Park.
",0.893819357296686,0.7235680511449364,-0.17025130615174966
138,"[[""you"", ""nsubj""], [""to"", ""root""], [""say"", ""root""], [""sth"", ""root""], [""to"", ""root""], [""sb"", ""root""], [""www.giz.de"", ""nsubj""], [""festival"", ""obl""], [""Sunday"", ""obl""], [""spectator"", ""obl""]]
","""Commit wherever you can,"" Mendes said at the festival on Sunday night in front of around 60,000 spectators.
","""Commit wherever you can,"" Mendes said at the festival on Sunday night in front of around 60 000 spectators.
","""Get involved wherever you can,"" Mendes told a crowd of about 60,000 at the festival on Sunday night.
","Get involved wherever you can, said Mendes on Sunday evening at the festival in front of approximately 60,000 spectators.
",0.9036961141150639,0.6900655593423543,-0.21363055477270965
140,"[[""www.kettererkunst.de"", ""nsubj""], [""to"", ""root""], [""st"", ""root""], [""somewhere"", ""root""], [""outfit"", ""obl""], [""to"", ""obl""], [""fray"", ""obl""]]
","Cardi B performed in a red outfit with fringes and golden microphone.
","Cardi B appeared in a red outfit with fringes and golden microphone.
","Cardi B performed in a red outfit with fringe and gold microphone.
","Cardi B appeared in a red outfit with tassels and a gold microphone.
",0.8888888888888888,0.6666666666666666,-0.2222222222222222
141,"[[""self"", ""nsubj""], [""nervous"", ""root""], [""me"", ""nsubj""], [""it"", ""nsubj""], [""me"", ""nsubj""], [""the"", ""obj""], [""our"", ""obj""], [""world"", ""obj""]]
","I'm nervous, I sweat, but it's okay, 'cause I am here and ready to change the world.
","I'm nervous, I sweat, but it's okay because I am here ready to change the world.
","I'm nervous, I'm sweating, but it's okay because I'm here and I'm ready to change the world.
","I am nervous, I am sweating, but it’s OK because I’m here and ready to change the world.
",0.9574271077563381,0.6390096504226938,-0.31841745733364435
142,"[[""actor"", ""nsubj""], [""masc"", ""nsubj""], [""to"", ""root""], [""show"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""oneself"", ""obj""], [""racket"", ""obl""], [""no"", ""obl""], [""theatre"", ""obl""], [""or"", ""obl""]]
","Actors such as Hugh Jackman and Forest Whitaker as well as representatives of governments, the United Nations and relief organizations also appeared on stage during the multi-hour spectacle.
","Actors such as Hugh Jackman and Forest Whitaker as well as representatives of governments, the United Nations and relief organizations also showed up at the multi-hour spectacle.
","Actors Hugh Jackman and Forest Whitaker, as well as representatives of governments, the United Nations and aid agencies, also took to the stage for the multi-hour spectacle.
","Even actors such as Hugh Jackman and Forest Whitaker, government representatives, the United Nations and aid organizations appeared on the stage at the spectacle, which lasted for hours.
",0.9192547197409877,0.6842105263157895,-0.23504419342519822
143,"[[""to"", ""root""], [""give"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""moment"", ""nsubj""], [""of"", ""nsubj""], [""shock"", ""nsubj""], [""spectator"", ""nsubj""], [""sound"", ""obj""], [""fear"", ""obj""]]
","In between, however, there was a scare second, when many spectators thought that the sound of a falling metal barrier was gunshot, scared and tried to escape.
","In between, however, there was a scare second when many spectators thought the sound of a falling metal barrier was gunshot, scared and tried to escape.
","In between, however, there was a moment of shock, when many spectators mistook the sound of a metal barrier falling over for shots, became frightened and tried to flee.
","There was a scary moment when many spectators mistook the noise of a falling metal barrier for shots, got scared and tried to run away.
",1.0,0.5144957554275266,-0.48550424457247343
144,"[[""to"", ""root""], [""come"", ""root""], [""into"", ""root""], [""being"", ""root""], [""from"", ""root""], [""sth"", ""root""], [""panic"", ""nsubj""], [""no"", ""nsubj""], [""man"", ""nsubj""], [""no"", ""nsubj""], [""no"", ""nsubj""]]
","Panic came short, people ran into confusion.
","In short, panic arose, people ran into confusion.
","Shortly there was panic, people were running around.
","There was a short panic with people running in all directions.
",0.7071067811865476,0.4008918628686366,-0.306214918317911
149,"[[""Ticket"", ""nsubj""], [""to"", ""root""], [""give"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""year"", ""obl""], [""internet"", ""obl""]]
","Tickets for the ""Global Citizen Festival"" concert were free of charge on the Internet as every year.
","Tickets for the ""Global Citizen Festival"" concert were available free of charge on the Internet.
","As every year, tickets for the ""Global Citizen Festival"" concert were available for free on the Internet.
","As every year, tickets for the ""Global Citizen Festival"" concert were available free of charge online.
",0.8807048459279793,0.76271276980969,-0.11799207611828921
150,"[[""who"", ""nsubj""], [""'"", ""obj""], [""internet"", ""obl""], [""to"", ""obj""], [""write"", ""obj""], [""sth"", ""obj""], [""battl"", ""obl""], [""to"", ""root""], [""read"", ""root""], [""sth"", ""root""]]
","Those who wanted to get one had to read and spread texts, photos and videos about the global fight against poverty and diseases on the internet.
","Those who wanted to get one had to read and spread texts, photos and videos on the global fight against poverty and diseases.
","If you wanted to get one, you had to read and distribute texts, photos and videos about the global fight against poverty and diseases on the Internet.
","If you wanted to get one, you had to read and share texts, photos and videos about the global fight against poverty and diseases online.
",0.9682458365518541,0.8125,-0.15574583655185414
151,"[[""musician"", ""obl""], [""to"", ""root""], [""give"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""audience"", ""obl""], [""cheering"", ""obj""], [""no"", ""obj""], [""Senator"", ""obl""]]
","For the numerous musicians and actors there was cheer and applause from the audience - shouts for Republican Senator Jeff Flake.
","For the numerous musicians and actors there were cheers and applause from the audience - shouts for Republican Senator Jeff Flake.
","There were cheers and applause from the audience for the numerous musicians and actors - but boos for Republican Senator Jeff Flake.
","For the numerous musicians and actors there were cheers and applause from the audience - by contrast, Republican Senator Jeff Flake was booed.
",0.9285714285714286,0.8017837257372732,-0.1267877028341554
152,"[[""this"", ""nsubj""], [""one"", ""nsubj""], [""to"", ""root""], [""Speak"", ""root""], [""oneself"", ""obj""], [""colleague"", ""obl""], [""theatre"", ""obl""], [""or"", ""obl""]]
","Although he spoke together with his democratic colleague Chris Coons on the stage for more equality between men and women.
","He spoke together with his democratic colleague Chris Coons on the stage to promote gender equality.
","He spoke on stage with his Democratic colleague Chris Coons for more equality between men and women.
","Flake did join his Democratic colleague Chris Coons on the stage in calling for more equal rights between men and women.
",0.75,0.560448538317805,-0.18955146168219505
153,"[[""Friday"", ""obl""], [""oneself"", ""obj""], [""www.mountainforce.com"", ""nsubj""], [""mandelbaum.at"", ""obl""], [""nomination"", ""obl""], [""judg"", ""obl""], [""www.schwalbe.com"", ""obl""], [""distinct"", ""root""], [""one"", ""obj""], [""feminist"", ""obj""], [""alternativ"", ""obj""], [""to"", ""obj""], [""the"", ""obj""], [""German"", ""obj""], [""masculine"", ""obj""], [""form"", ""obj""], [""man"", ""obj""], [""head"", ""obl""]]
","On Friday, however, Flake in the U.
","On Friday, however, Flake spoke out for the nomination of Brett Kavanaugh as a judge at the Supreme Court in the U.S. Senate's Judicial Committee.
","But on Friday, Flake spoke out in support of Brett Kavanaugh's nomination to the Supreme Court by the US Senate Judiciary Committee, angering many women.
","On Friday, however, Flake had spoken in the Judiciary Committee of the US Senate supporting the nomination of Brett Kavanaugh as a judge on the Supreme Court, which offended many women.
",0.5345224838248488,0.4948716593053935,-0.039650824519455286
154,"[[""one"", ""nsubj""], [""feminist"", ""nsubj""], [""alternativ"", ""nsubj""], [""to"", ""nsubj""], [""the"", ""nsubj""], [""German"", ""nsubj""], [""masculine"", ""nsubj""], [""form"", ""nsubj""], [""man"", ""nsubj""], [""Missbrauchsvorw\u00fcrfe"", ""obj""], [""rape"", ""obl""], [""to"", ""root""], [""raise"", ""root""], [""sth"", ""root""], [""the"", ""obj""], [""this"", ""nsubj""], [""one"", ""nsubj""]]
","At least three women have filed abuse charges up to the attempted rape against Kavanaugh, which he rejects.
","At least three women have charged abuse all the way to attempted rape against Kavanaugh who rejects it.
","At least three women have made allegations of abuse, including attempted rape, against Kavanaugh, which he denies.
","At least three women made abuse allegations, including some of attempted rape against Kavanaugh, who rejects these.
",0.8006407690254357,0.8153742483272113,0.014733479301775598
155,"[[""www.mountainforce.com"", ""nsubj""], [""to"", ""root""], [""demand"", ""root""], [""sth"", ""root""], [""from"", ""root""], [""sb"", ""root""], [""FBI"", ""obj""], [""-"", ""obj""], [""Agent"", ""obj""], [""in"", ""obj""], [""him"", ""obj""], [""one"", ""nsubj""], [""feminist"", ""nsubj""], [""alternativ"", ""nsubj""], [""to"", ""nsubj""], [""the"", ""nsubj""], [""German"", ""nsubj""], [""masculine"", ""nsubj""], [""form"", ""nsubj""], [""man"", ""nsubj""], [""the"", ""nsubj""], [""data"", ""obl""], [""to"", ""obj""], [""spread"", ""obj""], [""to"", ""obj""], [""sth"", ""obj""], [""path"", ""obl""], [""lift"", ""obl""]]
","Mr.
","Flake called for an FBI investigation of the charges after two women, according to their own statements, confronted him on the way to committee meeting in an elevator.
","Flake called for an FBI investigation into the allegations after two women who say they experienced sexual assault confronted him in an elevator on his way to the committee meeting.
","Flake called for an FBI investigation after two women who reportedly experienced sexual assault themselves confronted him on the way to a committee meeting in an elevator.
",0.17677669529663687,0.17677669529663687,0.0
156,"[[""your"", ""nsubj""], [""lift"", ""obl""], [""to"", ""root""], [""say"", ""root""], [""sth"", ""root""], [""to"", ""root""], [""sb"", ""root""], [""www.mountainforce.com"", ""nsubj""], [""concerto"", ""obl""], [""dicht"", ""obl""]]
","""You can also meet me in an elevator at any time,"" Flake said to the crowd at the New York concert.
","""You can also meet me at any time in an elevator,"" Flake said at the New York concert.
","""You're welcome to join me in an elevator anytime,"" Flake told the crowd at the concert in New York.
","You are welcome to join me in an elevator anytime, Flake said to the crowd at the New York concert.
",0.9660917830792959,0.7161148740394329,-0.24997690903986303
157,"[[""to"", ""root""], [""defend"", ""root""], [""sth"", ""root""], [""against"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""ein"", ""obj""], [""Quasi"", ""obj""], [""-"", ""obj""], [""Rauswurf"", ""obj""]]
","Freedom of the press: German government defends the dismissal of the journalist
","Freedom of the press: Federal Government defends dismissal of journalist
","Freedom of the press: Federal Government defends expulsion of journalist
","Freedom of Press: Federal government defends exclusion of journalist
",0.75,0.625,-0.125
158,"[[""filmbild"", ""nsubj""], ["".de"", ""nsubj""], [""ein"", ""obj""], [""Quasi"", ""obj""], [""-"", ""obj""], [""Rauswurf"", ""obj""], [""pressen"", ""obl""], [""conference"", ""obl""], [""or"", ""obl""], [""briefing"", ""obl""], [""to"", ""root""], [""defend"", ""root""], [""sth"", ""root""], [""against"", ""root""], [""sb"", ""root""], [""sth"", ""root""]]
","Government spokesman Steffen Seibert defended the dismissal of a journalist from the press conference of Chancellor Angela Merkel (CDU) and Turkish President Recep Tayyip Erdogan.
","Government spokesman Steffen Seibert defended the dismissal of a journalist from the press conference of Chancellor Angela Merkel (CDU) and Turkish President Recep Tayyip Erdoğan
","Government spokesman Steffen Seibert has defended the expulsion of a journalist from the press conference of Chancellor Angela Merkel (CDU) and Turkish President Recep Tayyip Erdoğan.
","Government spokesperson Steffen Seibert has defended the expulsion of a journalist from the press conference of Chancellor Angela Merkel (CDU) and Turkish president Recep Tayyip Erdoğan.
",0.9271050693011066,0.8095238095238095,-0.11758125977729705
163,"[[""he"", ""nsubj""], [""to"", ""root""], [""arrange"", ""root""], [""sth"", ""root""], [""or"", ""root""], [""see"", ""root""], [""to"", ""root""], [""it"", ""root""], [""that"", ""root""], [""sth"", ""root""], [""is"", ""root""], [""done"", ""root""], [""bodyguard"", ""nsubj""], [""man"", ""obj""]]
","He had arranged for personal protectors to take the man out.
","He had caused personal protectors to take the man out.
","He had arranged for bodyguards to escort the man out.
","Thus, he ordered bodyguards to escort the man out.
",0.8571428571428571,0.2857142857142857,-0.5714285714285714
164,"[[""www.uni-bielefeld.de"", ""nsubj""], [""to"", ""root""], [""say"", ""root""], [""sth"", ""root""], [""to"", ""root""], [""sb"", ""root""], [""it"", ""nsubj""], [""pressen"", ""obl""], [""conference"", ""obl""], [""or"", ""obl""], [""briefing"", ""obl""], [""requesen"", ""obj""]]
","Seibert said that it is not allowed to demonstrate political concerns during press conferences in the Federal Chancellery.
","Seibert said that it was not allowed to demonstrate political concerns at press conferences in the Federal Chancellery.
","Seibert said that it is not permitted to demonstrate political concerns at press conferences in the Federal Chancellery.
","Seibert said that it was not permitted to demonstrate political concerns at press conferences in the federal chancellery.
",1.0,0.7272727272727273,-0.2727272727272727
165,"[[""the"", ""nsubj""], [""to"", ""root""], [""be"", ""root""], [""valid"", ""root""], [""for"", ""root""], [""sb"", ""root""], [""it"", ""nsubj""], [""oneself"", ""obj""], [""requesen"", ""obl""]]
","This is completely independent of whether or not it is a legitimate concern.
","This applies completely regardless of whether or not it is a legitimate concern.
","This applies irrespective of whether or not it is a legitimate concern.
","no matter if it is a legitimate concern or not.
",0.8017837257372732,0.5669467095138409,-0.23483701622343234
167,"[[""T\u00fcrkiye"", ""obl""], [""to"", ""root""], [""sit"", ""root""], [""journalist"", ""nsubj""], [""prison"", ""obl""]]
","In Turkey, many journalists are in prison.
","Many journalists are in prison in Turkey.
","There are many journalists in prison in Turkey.
","In Turkey, many journalists are imprisoned.
",0.6761234037828132,0.8571428571428571,0.18101945336004388
169,"[[""leadership"", ""nsubj""], [""power"", ""root""], [""gestur"", ""obj""], [""attempted"", ""obl""], [""coup"", ""obl""], [""d'"", ""obl""], [""\u00e9tat"", ""obl""], [""15"", ""obl""]]
","The Turkish leadership blames the movement for the failed coup attempt of 15 July 2016.
","The Turkish leadership blames the movement for the failed coup attempt on 15 July 2016.
","The Turkish leadership blames the movement for the failed coup attempt on July 15, 2016.
","The Turkish government holds the movement responsible for the failed attempted coup on July 15, 2016.
",1.0,0.6943650748294136,-0.30563492517058644
170,"[[""to"", ""root""], [""threaten"", ""root""], [""sb"", ""root""], [""with"", ""root""], [""sth"", ""root""], [""imprisonment"", ""obj""], [""no"", ""obj""]]
","Some of the accused journalists are threatened with imprisonment for several decades.
","Some of the accused journalists face several decades of imprisonment.
","Some of the accused journalists face several decades in prison.
","Some of the accused journalists are facing several decades in jail.
",0.875,0.75,-0.125
172,"[[""trap"", ""nsubj""], [""sensation"", ""obl""], [""to"", ""root""], [""provide"", ""root""], [""for"", ""root""], [""sb"", ""root""]]
","Most recently, the cases of the detained journalists Meşale Tolu and Deniz Yücel caused a sensation.
","Most recently, the cases of detained journalists Meşale Tolu and Deniz Yücel caused attention.
","Most recently, the cases of imprisoned journalists Meşale Tolu and Deniz Yücel caused a stir.
","Most recently, the cases of the incarcerated journalists Meşale Tolu and Deniz Yücel caused a stir.
",0.9230769230769231,0.8461538461538461,-0.07692307692307698
173,"[[""you"", ""nsubj""], [""to"", ""root""], [""come"", ""root""], [""Germany"", ""obl""], [""T\u00fcrkiye"", ""obl""], [""legal"", ""nsubj""], [""proceedings"", ""nsubj""], [""both"", ""obl""]]
","Although they came free and could return to Germany, there are still trials in Turkey against them.
","They were released and could return to Germany, but there are still trials in Turkey against them.
","They were released and were able to return to Germany, but trials against them are still ongoing in Turkey.
","They were released and were able to return to Germany, but the legal processes in Turkey against the two are still ongoing.
",0.7627700713964739,0.5017452060042544,-0.2610248653922195
176,"[[""they"", ""nsubj""], [""to"", ""root""], [""look"", ""root""], [""the"", ""nsubj""]]
","One has to look twice: Yes, this is really Florian David Fitz.
","You have to look twice: Yes, this is really Florian David Fitz.
","You have to look twice: Yes, that really is Florian David Fitz.
","You have to look twice, though: Yes, that's really Florian David Fitz.
",0.9090909090909091,0.8362420100070908,-0.07284889908381831
179,"[[""www.uni-hamburg.de"", ""nsubj""], [""to"", ""root""], [""push"", ""root""], [""sb"", ""root""], [""guest"", ""obl""], [""beer"", ""obl""], [""mood"", ""obj""]]
","Moderator Ina Müller meets with her guests some beer, some wine or even higher-percent drinks to loosen the mood and tongues.
","Moderator Ina Müller meets with her guests some beer, some wine or even higher percentage drinks to loosen the mood and tongues.
","Presenter Ina Müller toasts with her guests to some beer, some wine or even high percentage drinks to lighten the mood and tongues.
","Moderator Ina Müller often cheers her guests with a beer, some wine or even stronger beverages to loosen up the mood and their tongues.
",0.9036961141150639,0.7745966692414834,-0.1290994448735805
180,"[[""VIP"", ""nsubj""], [""to"", ""root""], [""drink"", ""root""], [""sth"", ""root""], [""oneself"", ""obj""], [""musical"", ""obl""], [""insern"", ""obl""], [""courage"", ""obj""], [""no"", ""obj""], [""no"", ""obj""]]
","Not a few celebrities also take courage for the obligatory singing.
","Not a few celebrities also take courage for compulsory singing.
","Quite a few celebs also drink themselves into the guts for the obligatory singing interludes.
","Quite a few celebs also need the liquid courage for the obligatory vocal number.
",0.875,0.4472135954999579,-0.4277864045000421
183,"[[""to"", ""root""], [""get"", ""root""], [""sth"", ""root""], [""from"", ""root""], [""sb"", ""root""], [""outing"", ""nsubj""], [""north"", ""obl""]]
","The Municher got the trip to the far north but not well.
","But the trip to the far north didn't get well.
","But the trip to the far north didn't go down well with the Munich native.
","The trip didn’t do the actor any good, though.
",0.625,0.375,-0.25
186,"[[""he"", ""nsubj""], [""ill"", ""root""], [""he"", ""nsubj""], [""tomcat"", ""obj""]]
","But he isn't ill, he only has a powerful hangover.
","But he's not sick.
","But he's not sick, he just has a mighty hangover.
","But he is not ill, he only has quite a hangover.
",0.3779644730092272,0.7715167498104595,0.3935522768012323
187,"[[""fan"", ""obl""], [""post"", ""root""], [""he"", ""nsubj""], [""insight"", ""obj""], [""the"", ""obj""], [""he"", ""nsubj""], [""night"", ""obl""]]
","Addressing his fans, he posted some - probably not very serious - insights that he has now gained: ""Rule one: NEVER goes to Inas Night.
","Addressed to his fans, he posted some - probably not very serious - insights that he has now gained: ""Rule one: NEVER goes to Inas night.
","Addressing his fans, he posted some - probably not entirely serious - insights he has now gained: ""Rule one: NEVER go to Ina's night.
","Addressing his fans, he posted some - probably not entirely serious - insights he learnt: ""Rule one: NEVER go to Inas Night.
",0.8888888888888888,0.8651809126974003,-0.023707976191488567
190,"[[""company"", ""nsubj""], [""the"", ""nsubj""], [""www.uni-hamburg.de"", ""obj""], [""three"", ""obl""], [""to"", ""root""], [""stop"", ""root""], [""sth"", ""root""]]
","And the round of egg liqueurs that Ina throws at 6:30, let go of it, too.
","And leave the round egg liqueur that Ina throws at 6:30.
","And leave out the round of eggnog that Ina throws at half past three.
","And also pass on Ina’s round of eggnog at half past two.""
",0.7035264706814485,0.3481553119113957,-0.35537115877005276
191,"[[""consumption"", ""nsubj""], [""of"", ""nsubj""], [""alcohol"", ""nsubj""], [""to"", ""root""], [""stehen"", ""root""], [""face"", ""obl""]]
","The 43-year-old truly faces alcohol consumption.
","Alcohol consumption is truly written on the face of the 43-year-old.
","The 43-year-old's drinking is certainly written all over his face.
","The long night is really showing on the 43-year-olds’ face.
",0.5714285714285714,0.2519763153394848,-0.3194522560890866
198,"[[""Ferienwohnung"", ""nsubj""], [""-gaestezimmer"", ""nsubj""], ["".de"", ""nsubj""], [""to"", ""root""], [""have"", ""root""], [""got"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""vandalism"", ""obl""]]
","Treysa has to fight with vandalism and treason
","Treysa struggles with vandalism and treason
","Treysa has to contend with vandalism and filth
","Treysa has struggled against vandalism and garbage
",0.75,0.5,-0.25
201,"[[""sharp"", ""nsubj""], [""piece"", ""nsubj""], [""or"", ""nsubj""], [""fragment"", ""nsubj""], [""to"", ""root""], [""present"", ""root""], [""sb"", ""root""], [""with"", ""root""], [""sth"", ""root""], [""oneself"", ""obj""], [""long"", ""obl""], [""getting"", ""nsubj""], [""in"", ""nsubj""]]
","Shards, cigarette dumps, garbage and debris, demolished trash cans and now dismantled signposts - this is how the entrance with seating group to the bike path on the Haaße hill in Treysa has long been presented.
","Shards, cigarette dumps, garbage and debris, demolished trash cans and now dismantled signposts - this is how the entrance with seating group to the bike path on the Haaße hill in Treysa has been presented.
","Shards, cigarette butts, garbage and garbage, demolished garbage bins and meanwhile dismantled signs - this is how the entrance with seating group to the bike path on the Haaße hill in Treysa presents itself for a long time.
","Shards, cigarette butts, garbage and rubbish, demolished rubbish bins and now dismantled signs - so for quite some time presents itself the entrance with seating area to the bike path on the Haaße-hill in Treysa.
",0.9780192938436515,0.5779204918167031,-0.40009880202694836
203,"[[""subjecen"", ""nsubj""], [""busy"", ""root""], [""member"", ""obj""], [""Radverkehrsbeauftragte"", ""nsubj""]]
","The topic has been occupied by members of the ADFC local group Schwalmstadt but also others for a long time, according to Ulrich Wüstenhagen's bicycle traffic officer.
","The topic has been occupied by members of the ADFC local group Schwalmstadt but also others for a long time, according to the cycling officer of the city Ulrich Wüstenhagen.
","The topic has been occupying members of the ADFC local group Schwalmstadt but also others for some time, according to Ulrich Wüstenhagen, the city's cycling commissioner.
","The matter is of concern to the ADFC (German Cyclists Association) chapter Schwalmstadt, but others have also taken interest for some time, according to the city's cycling commissioner Ulrich Wüstenhagen.
",0.8783100656536799,0.5237229365663818,-0.35458712908729806
208,"[[""www.teneues.com"", ""nsubj""], [""to"", ""root""], [""tell"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""subjecen"", ""obj""], [""local"", ""obl""], [""advisory"", ""obl""], [""committee"", ""obl""]]
","Guido Hahn (ADFC) reported that the topic was also included in the local council.
","Guido Hahn (ADFC) reports that the topic was also included in the local council.
","Guido Hahn (ADFC) reports that he has also introduced the topic to the local advisory board.
","Guido Hahn (ADFC) says he also brought the issue up with the local advisory council.
",0.9166666666666666,0.7205766921228921,-0.19608997454377453
209,"[[""refus"", ""nsubj""], [""to"", ""root""], [""drive"", ""root""], [""sb"", ""root""], [""animals"", ""root""], [""somewhere"", ""root""], [""cyclist"", ""obj""], [""www.relax.ischgl.at"", ""nsubj""]]
","Not only the garbage drives cyclists and residents around - the seating group is a regular meeting place to celebrate on weekends.
","Not only the garbage drives cyclists and residents around - the seating group is a regular meeting point on weekends.
","It's not just garbage that drives cyclists and residents wild - the seating area is a regular meeting point for partying at weekends.
","Not only the rubbish is a nuisance for cyclists and residents - on weekends the seating group is a regular meeting place for partying.
",0.8970852271450606,0.7590721152765897,-0.13801311186847087
214,"[[""cycle"", ""obl""], [""path"", ""obl""], [""or"", ""obl""], [""track"", ""obl""], [""to"", ""root""], [""lie"", ""root""], [""Haa\u00df"", ""obl""], [""main"", ""nsubj""], [""emphasis"", ""nsubj""], [""Radverkehrsbeauftragte"", ""nsubj""], [""the"", ""nsubj""], [""oneself"", ""obj""], [""Radst\u00e4tte"", ""obl""]]
","""The focus here is clearly on the Haaße hill along the entire cycle path,"" confirms the bicycle traffic officer, who is now also worried about the new cycle centre in Ziegenhain, which is opened today.
","""The focus here is clearly on the Haaße hill along the entire cycle path,"" confirms the bicycle traffic officer, who is now also worried about the new bike park in Ziegenhain, which is opened today.
","""Along the entire cycle path, the focus is clearly on the Haaße hill,"" confirms the bicycle traffic officer, who is now also concerned about the new bike centre in Ziegenhain, which opens today.
","Clearly the focus point along the entire bike path is here on the Haaße, confirms the cycling commissioner, who now is also responsible for the cycling site in Ziegenhain, which will be opened today.
",0.9389710680668849,0.5619514869490164,-0.3770195811178685
217,"[[""the"", ""nsubj""], [""to"", ""root""], [""assume"", ""root""], [""sth"", ""root""], [""police"", ""nsubj""], [""patrol"", ""nsubj""]]
","This would assume, however, that a police patrol will pass in a timely manner.
","However, this would require a police patrol to pass in time.
","This would, however, require a police patrol to pass by in a timely manner.
","However, this would require a police patrol to come out.
",0.6030226891555273,0.5330017908890261,-0.07002089826650115
220,"[[""they"", ""nsubj""], [""satisfied"", ""root""], [""with"", ""root""]]
","One could be very satisfied with the frequenting of the cycle path so far.
","One could be very satisfied with the frequenting of the cycle path.
","With the frequency of the cycle path so far one can be very satisfied.
","So far one can be very satisfied with how well the bicycle path is frequented.
",0.9354143466934853,0.47140452079103173,-0.4640098259024536
225,"[[""traffic"", ""obl""], [""no"", ""obl""], [""no"", ""obl""], [""it"", ""nsubj""], [""cyclist"", ""nsubj""], [""road"", ""obl""], [""traffic"", ""obl""], [""flow"", ""obl""], [""to"", ""root""], [""explain"", ""root""], [""sth"", ""root""], [""to"", ""root""], [""sb"", ""root""], [""she"", ""nsubj""]]
","In case of heavy traffic it can happen that cyclists have to wait in the middle of the road between the traffic flow on both sides"", she explains.
","With heavy traffic it can happen that cyclists have to wait in the middle of the road between the two-way traffic flows,"" she explains.
","In heavy traffic, cyclists may have to wait in the middle of the road between two traffic flows, ""she explains.
","In heavy traffic, cyclists may end up waiting in the middle of bidirectional traffic flows"", she explains.
",0.7590721152765897,0.6210590034081188,-0.13801311186847087
226,"[[""the"", ""nsubj""], [""probel"", ""root""]]
","This is no problem for sporty drivers, but it is for older people and especially children.
","This is no problem for sporty drivers, but for older people and especially children.
","This is not a problem for sporty drivers, but probably for older people and especially for children.
","That would not be a problem for sporty cyclists, but is for older people and especially for children.
",1.0,0.7627700713964739,-0.2372299286035261
229,"[[""usu"", ""obj""], [""for"", ""obj""], [""David"", ""obj""], [""song"", ""obj""], [""to"", ""root""], [""read"", ""root""]]
","""D a song for Hiltrup"" is the appeal of the district offensive Hilstrup, in the ""Music contest for big and small young and experienced musicians"".
","""D a song for Hiltrup"" is the appeal of the district offensive, the ""Music contest for big and small, young and experienced musicians"".
","""D is a song for Hiltrup"" is the appeal of the district offensive Hiltrup, in the ""Music contest for big and small, young and experienced musicians.""
","Your Song for Hiltrup is the motto of the Hiltrup initiative for the ""Music Contest for young and old, new and experienced musicians.""
",0.9718253158075502,0.5303300858899107,-0.44149522991763945
235,"[[""to"", ""root""], [""see"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""oneself"", ""obj""], [""songwriter"", ""nsubj""]]
","To what did the copywriters look connected?
","What did the copywriters see connected to?
","What did the lyricists see themselves associated with?
","What did the songwriters sing about?
",0.6,0.22360679774997896,-0.37639320225002104
237,"[[""als"", ""nsubj""], [""wir"", ""nsubj""], [""in"", ""nsubj""], [""der"", ""nsubj""], [""Skiurlaub"", ""nsubj""], [""sein"", ""nsubj""], [""haben"", ""nsubj""], [""er|es|sie"", ""nsubj""], [""der"", ""nsubj""], [""Bein"", ""nsubj""], [""brechen"", ""nsubj""], [""der"", ""nsubj""], [""haben"", ""nsubj""], [""wir"", ""nsubj""], [""der"", ""nsubj""], [""ganz"", ""nsubj""], [""Spa\u00df"", ""nsubj""], [""verdorben"", ""nsubj""], [""to"", ""root""], [""go"", ""root""], [""on"", ""root""], [""health"", ""root""], [""cure"", ""root""], [""avenue"", ""obj""], [""song"", ""obl""], [""EKO"", ""obl""]]
","Rolf Ihmig named the avenue ""Kö von Hiltrup"" in his hit song.
","Rolf Ihmig named the avenue ""Kö von Hiltrup"".
","Rolf Ihmig named the avenue ""Kö von Hiltrup"" in his hit-like song.
","Rolf Ihmig dedicated the song to the avenue Marktalle in his folk-like song ""Kö von Hiltrup"".
",0.9128709291752769,0.8006407690254357,-0.11223016014984122
